index,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
13942,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,43
12302,city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,,2,37
4198,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,56
18518,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,2,131
16989,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,NGO,1,43
6627,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,11
13783,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,1,96
8462,city_160,0.92,,No relevent experience,Part time course,Graduate,STEM,5,,,never,78
7188,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,20
8680,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Pvt Ltd,1,75
6709,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Public Sector,1,29
10390,city_159,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,33
4568,city_103,0.92,,No relevent experience,no_enrollment,,,4,,,,46
6574,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,500-999,Pvt Ltd,1,50
2170,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,86
8847,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,10,<10,Pvt Ltd,2,35
17296,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,9,,,1,13
16616,city_165,0.903,,Has relevent experience,Full time course,Masters,Humanities,9,<10,Pvt Ltd,>4,100
10931,city_2,0.7879999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,155
4632,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,4,144
5312,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,56
7794,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,>4,119
13756,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,108
1227,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,24
6165,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,34
5966,city_149,0.6890000000000001,Male,No relevent experience,Full time course,Graduate,Other,3,50-99,Pvt Ltd,1,34
4021,city_65,0.802,Female,Has relevent experience,no_enrollment,Masters,STEM,2,1000-4999,Pvt Ltd,1,108
17289,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,10000+,Pvt Ltd,1,39
13754,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,150
4247,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,100-500,Pvt Ltd,1,30
15769,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,43
13904,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,4,67
2700,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Funded Startup,1,81
17126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,50-99,Pvt Ltd,2,23
6217,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,,Funded Startup,1,55
12406,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,1,63
19154,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,4,52
18574,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,17
16657,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,15
5782,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,3,20
4699,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,2,45
1845,city_16,0.91,,No relevent experience,no_enrollment,,,2,,,never,36
17647,city_57,0.866,Male,No relevent experience,Full time course,High School,,5,,,never,19
14948,city_173,0.878,Male,Has relevent experience,no_enrollment,High School,,5,50-99,Pvt Ltd,1,22
15423,city_138,0.836,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,214
8975,city_100,0.887,Male,No relevent experience,Full time course,Graduate,Other,14,,,never,35
10788,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,60
10383,city_158,0.7659999999999999,,No relevent experience,Full time course,Graduate,STEM,3,10000+,,,13
17462,city_103,0.92,,Has relevent experience,no_enrollment,,,9,,,never,14
15159,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,6,,,1,126
11038,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,8,10/49,,1,15
11458,city_57,0.866,Male,Has relevent experience,Part time course,Masters,STEM,11,1000-4999,Pvt Ltd,1,214
11212,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7
10209,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,,1,69
7044,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,8
10984,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,101
11364,city_102,0.804,,Has relevent experience,Part time course,Graduate,STEM,8,10/49,Pvt Ltd,1,17
4645,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,10/49,Pvt Ltd,1,218
13168,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,26
16997,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,never,17
12229,city_97,0.925,Male,No relevent experience,Full time course,High School,,1,50-99,Public Sector,1,83
2881,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,78
6591,city_138,0.836,Male,Has relevent experience,no_enrollment,Primary School,,11,,,2,13
2585,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,109
7529,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,41
13077,city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,82
16519,city_102,0.804,,No relevent experience,Full time course,High School,,3,,,never,67
10682,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,61
4034,city_27,0.848,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Public Sector,1,11
13550,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,2,90
16710,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,128
12558,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,7
7802,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,48
12336,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,,10000+,Pvt Ltd,1,83
15529,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,27
8904,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,140
15988,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,13,,,>4,57
11055,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,18
9569,city_73,0.754,,No relevent experience,Part time course,Graduate,STEM,6,,,2,200
1326,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,3,,,1,33
5790,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,22
6529,city_46,0.762,,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,78
12624,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,3,66
13618,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,23
12164,city_67,0.855,Other,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,2
2481,city_46,0.762,,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,2,42
18348,city_173,0.878,Male,Has relevent experience,,High School,,5,50-99,Pvt Ltd,1,36
16062,city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,31
6959,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Public Sector,2,44
7478,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,8,500-999,Pvt Ltd,1,12
1295,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,never,44
17761,city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,3,98
12137,city_114,0.926,,Has relevent experience,Full time course,Graduate,STEM,5,<10,,2,100
17117,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,43
5827,city_160,0.92,Male,Has relevent experience,Full time course,High School,,9,10000+,Pvt Ltd,2,45
11982,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,>20,1000-4999,NGO,1,20
9842,city_134,0.698,,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,NGO,>4,6
13891,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,>20,500-999,,1,288
3499,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,9
5242,city_73,0.754,,No relevent experience,no_enrollment,Graduate,STEM,8,,,3,69
14999,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,14
215,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,4,81
11672,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,51
480,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,88
5503,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,Public Sector,2,220
1599,city_83,0.923,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,56
15278,city_16,0.91,Male,Has relevent experience,,Graduate,STEM,4,,,1,90
3583,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,,1,59
1842,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,NGO,1,21
14519,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Other,1,129
9856,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,9
7493,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,72
13845,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,47
11826,city_103,0.92,Female,Has relevent experience,no_enrollment,High School,,12,,NGO,2,16
4324,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,52
12374,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,34
19077,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,17
18760,city_114,0.926,Male,No relevent experience,no_enrollment,,,>20,<10,Pvt Ltd,never,60
3088,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,70
18980,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,88
7091,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,17,1000-4999,Pvt Ltd,1,20
13609,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,129
12167,city_1,0.847,,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Funded Startup,1,23
3506,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,NGO,1,114
5451,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,2,66
2804,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,40
830,city_19,0.682,,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,72
4754,city_101,0.5579999999999999,Male,No relevent experience,,Graduate,STEM,3,100-500,Pvt Ltd,1,109
4039,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,3,12
9614,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,Business Degree,<1,1000-4999,Pvt Ltd,>4,130
16115,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,3,180
873,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,500-999,,1,10
608,city_67,0.855,Male,No relevent experience,no_enrollment,High School,,11,,Pvt Ltd,1,32
9698,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,96
11124,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,2,6
18930,city_57,0.866,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,75
11808,city_103,0.92,Male,No relevent experience,Part time course,Graduate,Humanities,<1,500-999,Pvt Ltd,1,13
9399,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,15,10000+,,2,96
9029,city_104,0.924,Male,No relevent experience,Full time course,High School,,7,,,4,148
3852,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,,1,96
1202,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,NGO,>4,74
3257,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,148
6991,city_143,0.74,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,,88
16270,city_138,0.836,Male,No relevent experience,no_enrollment,High School,,3,,,never,9
17053,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,,4,,,1,76
3780,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,10/49,Funded Startup,4,152
6388,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,3,,,1,198
16699,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,21
5702,city_116,0.743,Male,No relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,4
14431,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,39
13225,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,53
11550,city_97,0.925,,No relevent experience,no_enrollment,Primary School,,9,,Pvt Ltd,never,48
8378,city_36,0.893,,No relevent experience,no_enrollment,Masters,Humanities,15,,,>4,9
281,city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,40
10053,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,110
11835,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,57
14716,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,never,44
8674,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,161
708,city_67,0.855,Male,Has relevent experience,no_enrollment,,,>20,5000-9999,Public Sector,>4,17
11652,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,46
6178,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,13
17279,city_91,0.691,,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,91
16073,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Public Sector,4,13
15790,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,4,18
6542,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,62
174,city_173,0.878,Female,Has relevent experience,Part time course,High School,,2,100-500,NGO,1,22
10002,city_73,0.754,,No relevent experience,Full time course,Graduate,STEM,5,,,never,46
16018,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Pvt Ltd,3,140
1792,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,,4,51
3025,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,53
11843,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,>4,49
17291,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,6,<10,,2,15
5002,city_61,0.913,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,,1,9
12079,city_79,0.698,,No relevent experience,,,,2,,,,97
15217,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,48
9604,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,28
317,city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,206
13537,city_103,0.92,Other,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,72
15193,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Funded Startup,1,100
9575,city_128,0.527,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,88
8834,city_142,0.727,Male,No relevent experience,Part time course,Graduate,STEM,2,,,1,103
16649,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,NGO,1,166
2615,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,56
17229,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,158
10733,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,22
3967,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,41
3384,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,2,,,never,54
6603,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,1,94
13524,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,143
11841,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,2,156
2659,city_83,0.923,Male,Has relevent experience,Part time course,Masters,Humanities,2,10000+,Pvt Ltd,1,52
3621,city_116,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,2,100-500,,1,16
7970,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,40
792,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,31
4405,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,89
4763,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,30
